#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321B219AA
#Date Time: 2023-11-10 15:39:19.401
#Trace: Trace 1
#Start: 0 Hz
#Stop: 20000 Hz
#BINs: 4097
#Rate: 40000 Hz
#Samples: 8192
#Channel: C1
#Type: Sample
#Window: Flat Top
#Trace: Trace 2
#Start: 0 Hz
#Stop: 20000 Hz
#BINs: 4097
#Rate: 40000 Hz
#Samples: 8192
#Channel: C2
#Type: Sample
#Window: Flat Top
#Channel: C1
#Range: 5.48659 V
#Offset: 0.000303741 V
#Attenuation: 1 X
#Channel: C2
#Range: 5.51645 V
#Offset: 2.80109e-05 V
#Attenuation: 1 X
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Frequency (Hz),Trace 1 (dBV),Phase (deg),Trace 2 (dBV),Phase (deg)
0,-28.39710470023714,180,5.736519001812735,0
4.8828125,-28.73409602236711,179.3361561820651,5.408553103865975,179.9727875787754
9.765625,-32.26421992312393,178.4476236242697,1.91628431107227,0.4788122719429323
14.6484375,-42.60885614107656,173.5816108401266,-8.444088449907927,3.09471021328765
19.53125,-59.56350068685546,124.0489546996887,-29.34529886010566,35.56542191776004
24.4140625,-63.17970575928082,105.1838681356915,-30.70062267018733,80.93748058306403
29.296875,-61.61249369648574,131.9038713161544,-27.26123230008566,83.96412954398714
34.1796875,-60.3958097760075,139.0908972894861,-28.99630938022362,87.97505671382787
39.0625,-62.93125496912303,142.6368953807023,-32.26029007196824,81.24762837474015
43.9453125,-67.03058498348804,138.5632226184974,-32.66632046832463,79.93114375963069
48.828125,-71.10256021095032,53.70391195238031,-39.14282533136568,54.36177117269514
53.7109375,-63.06284867283806,20.75154375180435,-32.13707734271483,135.1355040292176
58.59375,-62.96778786881545,4.60128954522443,-27.65474565474414,127.8034230504675
63.4765625,-67.01632820179897,139.084549184823,-27.56465821887453,128.2418538052152
68.359375,-65.33088781920986,56.17878958235741,-28.23376963439463,123.7027466999808
73.2421875,-59.14336794772164,60.43144810320749,-29.24648281914754,122.8099002065396
78.125,-57.29415243428956,86.81913079352384,-31.28576488693396,125.3868637838611
83.0078125,-58.4915463291592,117.8880810499936,-34.42362923983831,128.3859827183296
87.890625,-57.81931604459849,143.7384034731891,-35.27157714686221,144.812955831722
92.7734375,-58.15966790280063,152.5668719934229,-36.45689087330148,107.1396187610452
97.65625,-64.53662714160447,161.1995329541106,-32.78533331649235,52.40208054101498
102.5390625,-77.03647367124481,103.1238664681902,-29.1712704053634,49.26581835514486
107.421875,-69.09023169882374,75.8782297337584,-25.24008739044977,48.09472552204588
112.3046875,-67.47267727335549,98.43824872378234,-23.50601869124784,46.17426164945113
117.1875,-63.18369859972557,118.0983061537445,-24.39707082753796,55.74564413976879
122.0703125,-63.65224654288613,114.1213036696212,-27.95894598068179,64.24281366590374
126.953125,-67.77521481069216,68.11499984610975,-36.91135991427344,77.80893493397765
131.8359375,-62.30760763210209,29.00466680272055,-31.44097027370157,145.7869355482075
136.71875,-59.54808643921498,17.79134487404709,-25.79541974897543,147.4069086068037
141.6015625,-61.25771374601229,12.69060545110992,-24.93453768130393,148.7379674877749
146.484375,-64.41220975187647,12.48663305855211,-23.69760771116177,149.1157111707319
151.3671875,-67.7488451588363,10.02498584073673,-23.27355512605848,151.3427851566854
156.25,-74.2121596099331,123.1609395518786,-25.35982072400162,165.6605443329871
161.1328125,-68.77983130599438,73.10741287427832,-27.90724534033592,177.3356546438332
166.015625,-69.73845107105734,32.59928253740773,-32.86003274943888,151.6361377652585
170.8984375,-64.62396994728195,175.1060794375171,-32.63667138017628,76.32385493605187
175.78125,-63.89748606358496,169.3032561046492,-26.80289826874674,55.92067241287418
180.6640625,-64.68571591048884,141.5636424901843,-24.24906685090075,56.1630479275327
185.546875,-60.69650900075136,109.9130357849613,-24.29944582179541,60.99112573061496
190.4296875,-57.01881759961368,85.93478812643774,-25.12275486696019,64.95867928571947
195.3125,-54.44457107638283,78.86776106635378,-27.56369178483849,49.97986469028363
200.1953125,-53.41057696786962,85.27234367348871,-29.24920941519888,3.579786224719315
205.078125,-53.28776218227026,85.50237092912266,-26.88364783491048,159.390483407457
209.9609375,-55.28443005285979,76.41056900629833,-25.69899376336195,148.5301772251035
214.84375,-62.10398019692617,72.44342893945279,-27.85779103921922,130.468041835634
219.7265625,-76.08992689497215,57.88102547232607,-39.13773964293267,76.40807962582642
224.609375,-66.93780622785808,158.8994704482007,-29.91741961751699,141.1380855159542
229.4921875,-63.38528582896554,132.4379969981812,-25.45217815391344,133.8397187867965
234.375,-69.02930904516637,112.9246692589552,-24.67305334310204,133.0188623290325
239.2578125,-82.0799811840898,125.0425456965045,-24.73829513409902,132.4540389590491
244.140625,-75.03978051014046,44.07372526148691,-25.60175268745672,135.6544561268409
249.0234375,-68.38901862874471,86.88829839564039,-26.89522273166557,153.8207263144856
253.90625,-63.01831612974202,125.1412564168658,-25.37283658891621,0.2562596853947644
258.7890625,-58.09853763974459,141.2303404616288,-23.22236904595641,12.61299282489281
263.671875,-57.75252958331306,147.6673292453479,-23.16269615291905,27.27278594555892
268.5546875,-61.08374269313578,141.3710937223079,-24.49965427778067,55.97996344881469
273.4375,-66.14508357913995,117.9093022906895,-25.57190015042697,95.79269524805231
278.3203125,-68.47256117849381,46.24756552570899,-23.08491737132367,134.9030967801603
283.203125,-64.24211442414231,15.06394934668242,-20.75508633919004,157.1007224191486
288.0859375,-64.96435428230116,167.7023183656375,-21.05475483680448,174.4853556573586
292.96875,-59.58839290532328,140.325447604446,-24.19368941011691,1.197846429054418
297.8515625,-55.46940378524808,139.7798274394135,-31.20753625861131,173.74793831732
302.734375,-55.59885572064705,146.6395508881021,-39.79975850957035,75.76937357014032
307.6171875,-56.75080712558,168.2856512761722,-28.92893465009258,39.50905549347524
312.5,-56.5606036011727,12.17856197758351,-27.15051353470534,37.71882542784261
317.3828125,-57.27196105050184,37.41223227447776,-31.75176231943474,40.45463065685433
322.265625,-59.7177542889311,58.45925298584071,-43.07781856867195,79.1116240952076
327.1484375,-68.31579123712801,35.34759886579229,-35.68846522839282,4.306508469050042
332.03125,-62.12879365005195,109.6408677771148,-26.91773565984286,11.14336866342254
336.9140625,-56.41025613397058,92.60080439497384,-23.19147154227781,7.020973218115052
341.796875,-54.56896397993844,93.30768719713153,-22.63805106638868,10.18691655978609
346.6796875,-54.88464581971695,98.47308397835748,-23.32614399411499,22.7632488198405
351.5625,-57.77421062879532,88.44869554074161,-25.35234628946986,33.34170652437017
356.4453125,-62.43039573699676,82.40192211561249,-30.22294165219368,41.31987249600611
361.328125,-67.80174690635516,85.9106124465055,-33.28098132374364,55.67939287362009
366.2109375,-64.89982383009843,12.95541175675717,-31.53836605685228,72.22866202446374
371.09375,-62.80933913306188,166.9264976192453,-31.81800730466725,74.26287687028103
375.9765625,-64.65631913334529,141.704986437201,-31.49092065075543,73.0396814966474
380.859375,-62.96763556125656,116.5328365149599,-30.7273751687456,93.54539210234762
385.7421875,-60.83307729173313,74.01962415763798,-32.99082579967144,102.2656415929424
390.625,-58.96213456944003,21.92717298563528,-33.25473040405765,77.62313265020238
395.5078125,-55.74450590733838,167.8184187122251,-29.93128262581357,72.97892662780797
400.390625,-54.88604052468342,155.9615576375509,-26.42770790954599,71.70577150379252
405.2734375,-56.28194143481366,143.4350190564276,-23.76067911070347,76.07646437725593
410.15625,-58.54528197904263,137.2999283742536,-24.75531030260146,93.04241754804087
415.0390625,-62.58438266786345,135.1201695088445,-27.23940778038264,123.8066524499094
419.921875,-63.05029624168511,88.50539868511814,-27.11516567744409,159.7661848730079
424.8046875,-60.2235619178449,59.12316744419009,-25.0950324025397,10.23460447227177
429.6875,-58.97058508736392,29.62533367776707,-25.16730200225674,25.37869818258944
434.5703125,-56.64032427223977,10.92950666398153,-31.0479650271591,29.02020065930627
439.453125,-56.20323738901544,173.1981968499279,-41.66727168566587,28.05661119424229
444.3359375,-57.09574350808225,163.6699374766509,-29.47793685382909,40.00716048009689
449.21875,-62.05976497089291,7.313300244410003,-26.12327548642814,54.63264507387674
454.1015625,-62.5681476726762,87.67845215322511,-25.49595303200608,70.20402530287933
458.984375,-57.86337930941321,105.3450259317461,-26.47751932031487,88.23108982121418
463.8671875,-56.02280854957053,105.0554799643575,-28.41726837868378,82.54853584254209
468.75,-56.46203964048729,96.97891717661103,-30.19303374899039,50.76369103937197
473.6328125,-57.33190100248244,72.82357206062393,-32.33215012742749,31.66948602677244
478.515625,-56.30352582396259,42.96795320516514,-35.5360375628299,22.57054781141553
483.3984375,-53.70398063990247,11.56300231400781,-36.56438969093901,28.27343324459367
488.28125,-52.16016410165455,174.6017232278699,-35.38553457918228,65.59415380443409
493.1640625,-53.97028001415003,168.446180563761,-34.13828776891302,88.63276012615682
498.046875,-57.2163302948391,167.8805416792667,-31.63566699113868,84.85207334960543
502.9296875,-64.83208265925424,8.739450737785463,-30.03028113060163,91.24930936188564
507.8125,-61.93358772135678,128.1689785859035,-30.63760524595596,125.8037761343557
512.6953125,-57.62704652082051,144.695680909505,-28.14705734573053,144.2208341164383
517.578125,-58.23969719009952,164.3989457966562,-29.90233010085062,135.1110582936221
522.4609375,-58.46210367356477,0.9651608955954342,-39.61701765655407,82.69412963265121
527.34375,-59.60837053864891,167.8882706052242,-38.12803153829751,12.81740650033811
532.2265625,-58.71439865616078,129.6360028354333,-39.7807239895969,179.1361929046012
537.109375,-55.78934686158311,109.0245438248003,-70.69681828227316,26.41247543364078
541.9921875,-54.11378257752331,97.33919847284818,-32.95702941101677,154.8901286728304
546.875,-53.33004032286926,92.09440379060302,-25.13740649482422,160.2959704089108
551.7578125,-53.47789257602875,90.13466481864356,-21.80801449392044,155.2714543320429
556.640625,-54.05327397498781,82.04394934296066,-21.39410992957634,137.5361737531981
561.5234375,-54.78182873981272,75.27679438879986,-21.90900691360024,124.632255480209
566.40625,-56.39250571191894,73.28400106648509,-23.02108468250667,106.8875602956492
571.2890625,-62.88218941191477,54.51799518426294,-23.62963955776448,70.16718141944087
576.171875,-62.55426116217299,107.3773390679285,-24.57652003770723,32.2351449350591
581.0546875,-56.85853737958952,80.5895707184052,-26.55221328946289,168.797216778063
585.9375,-56.17884820828417,71.255001648342,-25.41581789619919,129.2485382930712
590.8203125,-58.52397456225435,70.79256315614653,-24.11446579031064,118.2237660675513
595.703125,-65.81987326678755,78.36291170361639,-25.96006247578249,112.9210518032868
600.5859375,-65.74698328386947,159.8603978725452,-30.51808638258178,123.6111449442105
